Sube tu audio .wav (16 kHz preferido),Transcripción generada,timestamp
.gradio\flagged\Sube tu audio .wav (16 kHz preferido)\3234fbb453c592cc20b3\17329-20230629-0004-098.wav,,2025-06-17 11:42:10.274726
