"Sube tu audio (.wav, 16 kHz preferido)",Sube archivo .txt con transcripción de referencia,output 0,output 1,Transcripción de referencia,WER (%),timestamp
".gradio\flagged\Sube tu audio .wav, 16 kHz preferido)\b2ad3154fdeda88389a6\17329-20230629-0004-098.wav",.gradio\flagged\Sube archivo .txt con transcripción de referencia\2eb14265ef26ee92295b\17329-20230629-0004-098.txt,### Transcripción generada (con errores marcados en rojo),,,,2025-06-20 11:15:07.547196
